Plant_ID,Height_cm,Leaf_Count,New_Growth_Count,Watering_Amount_ml,Watering_Frequency_days,Room_Temperature_C,Humidity_%,Fertilizer_Amount_ml,Soil_Moisture_%,Health_Notes_Dark green color,Health_Notes_Leaf drop,Health_Notes_New bud,Health_Notes_Strong stem,Health_Notes_Wilting,Health_Notes_Yellowing leaves,Sunlight_Exposure_6h full sun,Sunlight_Exposure_Filtered sunlight through curtain,Sunlight_Exposure_Indirect light all day,Sunlight_Exposure_Low light corner,Fertilizer_Type_Compost,Fertilizer_Type_Liquid feed,Fertilizer_Type_Organic,Pest_Presence_Fungus gnats,Pest_Presence_Spider mites,Pest_Presence_Whiteflies,Pest_Severity_Low,Pest_Severity_Moderate,Soil_Type_Clay,Soil_Type_Loamy,Soil_Type_Peaty,Soil_Type_Sandy,Soil_Type_Silty,target
-0.06646569191048146,0.36160954897981246,-0.6310643440059273,1.2238356998080528,1.3151714560678254,-0.24158763724916307,2.5481954089350105,-0.07687027037651789,1.1087241143413065,0.8529239701836642,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5
0.10662204743973051,1.694467560074326,1.7242392539261227,0.5204818493436548,0.3187259518768333,-0.811369800572661,-0.17328893322895153,-1.132074921079191,1.5645995448513799,-1.4773752055058622,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2
-1.1049921280117534,-1.5352235831884566,-1.1021250635923372,-1.5895797020495397,-1.1679064535694048,0.32819452607433486,0.7760660698515002,-0.16017590069515014,1.1087241143413065,1.6388828637594215,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
-1.4511676067121773,-0.07884640296234006,1.2531785343397128,1.575512625040252,0.479442968681832,-1.381151963896159,-1.7871924384657187,0.6798225383510567,0.7580507062566348,-1.4842695817652987,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5
0.6258852654903665,0.43246550646615856,-0.552554224074859,-1.2379027768173405,-0.21164020357966246,1.4677588527213306,-0.8061922686159194,1.006102923765699,-1.205720379017527,-0.9258251047509447,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4
0.45279752614015445,-0.3048194565674443,0.9391380546154394,-0.5345489263529425,-0.4848591321481603,-0.811369800572661,-0.5846761012304798,-1.305628317576341,0.0917712308957585,-1.6704177407700833,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-1.1049921280117534,-0.13342464048560682,0.15403685530475605,-1.5895797020495397,1.3232073069080752,-0.811369800572661,0.681130569543456,-1.0557114266204448,-1.0303836749751911,-1.4842695817652987,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5
-1.1049921280117534,1.348805389093637,0.23254697523582438,-0.5345489263529425,-1.0152252876046561,-1.381151963896159,1.0608725707756363,-0.8057945356645485,0.05670389008729133,-0.8155150845999614,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3
0.6258852654903665,1.0088882957469754,0.5465874549600978,0.1688049241114557,0.9133789140553286,0.8979766893978327,-1.2808697701561453,0.9297394293069524,-0.6797102668905193,1.3286359320847803,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
0.10662204743973051,-0.45802152680819275,1.5672190140639861,-0.8862258515851416,1.2026695443043263,-0.24158763724916307,-0.9011277689239636,0.4507320549748186,-1.2407877198259942,0.9563396140752112,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4
0.45279752614015445,-0.5633479500987075,1.5672190140639861,-1.2379027768173405,1.0740959308603273,-1.381151963896159,-0.0467082661515573,-0.9724057963018126,-0.9251816525497896,1.5975166062028026,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2
-1.4511676067121773,-0.9080526081403921,0.7036076948222344,-1.5895797020495397,0.8008770022918295,1.4677588527213306,0.965937070467591,-1.2292648231175949,-0.819979630124388,0.9287621090374654,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3
