Height_cm,Leaf_Count,New_Growth_Count,Watering_Amount_ml,Watering_Frequency_days,Sunlight_Exposure,Room_Temperature_C,Humidity_%,Fertilizer_Type,Fertilizer_Amount_ml,Pest_Presence,Pest_Severity,Soil_Moisture_%,Soil_Type,Health_Score
-0.7979386201548538,-0.788084583868064,1.2238356998080528,-0.5973610439116593,-0.24158763724916307,-1.3579578208362566,-0.711256768307874,1.5823002001362374,0.7350688632384944,1.1788587959582408,-0.7297500845739902,0.44984176771605283,1.1838540306366143,-0.8542572622526446,-1.4394780970179655
-1.5208608891033866,0.3110570951668927,1.575512625040252,-0.7098629556751584,-1.381151963896159,-1.3579578208362566,-0.42645026738373776,0.9852765161860413,1.4371403658540574,1.4944648632344455,-1.4375581200482774,-0.4607690981059165,-0.4501131428498285,-0.2735249289741643,-0.733851578871904
-0.5652629759767169,1.0176481745465078,1.2238356998080528,1.5883903846363232,0.8979766893978327,0.770502713389851,-2.1352892729285515,-0.7224889053459167,0.03299736062293141,1.4593975224259783,1.3936740218488715,-1.3713799639278859,-1.4566920767275526,0.8879397375827964,-1.4394780970179655
1.087404356745359,-1.259145303454474,-1.2379027768173405,-0.5812893422311595,-1.381151963896159,1.479989558131887,0.33303373508062317,1.2143669995622792,-0.6690741419926316,0.9684547511074378,-0.7297500845739902,-0.4607690981059165,0.2531132356126912,0.8879397375827964,0.6774014574202191
-2.179629791138606,-0.08149350448844896,-0.5345489263529425,1.491960174553324,-0.811369800572661,0.061015868647815136,-0.2365792667676481,-0.215712987574238,-0.6690741419926316,-0.3991715404227819,-0.7297500845739902,-0.4607690981059165,0.21864135431550888,0.3072074043043161,-1.4394780970179655
-1.0622121913201452,-1.023614943661269,0.5204818493436548,0.7687335989308297,1.4677588527213306,1.479989558131887,0.9342919036982421,1.1588299126831914,-1.3711456446081947,-0.22383483638044607,0.6858659863745842,-1.3713799639278859,1.2252202881932333,-0.8542572622526446,0.6774014574202191
-0.19087541682588735,1.2531785343397128,-1.2379027768173405,1.1303468867420767,-1.381151963896159,-1.3579578208362566,-1.027708436001358,1.1380035051035327,0.03299736062293141,-0.9953163341667239,-0.7297500845739902,1.360452633538022,1.7285097551320954,1.4686720708612768,-1.4394780970179655
-0.9090101210793967,-0.6310643440059273,-1.5895797020495397,0.9133789140553286,0.32819452607433486,0.061015868647815136,-0.5846761012304798,-1.0626535624803308,1.4371403658540574,1.4593975224259783,-0.021942049099703,1.360452633538022,0.046281947829597166,-0.8542572622526446,-1.4394780970179655
-0.573880592427759,-0.6310643440059273,-0.8862258515851416,0.2544391451548338,-1.381151963896159,-0.6484709760942207,-1.4074504372335384,0.7214753535103723,0.03299736062293141,0.44244463898043024,1.3936740218488715,-0.4607690981059165,-0.5121625291847566,-0.8542572622526446,1.3830279755662807
-0.559517898342689,-1.494675663247679,-0.5345489263529425,0.42319201280008245,-0.24158763724916307,0.061015868647815136,-0.9327729356933124,-0.7086046336261445,0.03299736062293141,-0.11863281395504455,1.3936740218488715,-1.3713799639278859,-1.063712629939674,-0.8542572622526446,-0.733851578871904
-0.31630961183550016,0.7036076948222344,0.8721587745758539,0.8651638090138289,-1.381151963896159,1.479989558131887,-1.0909987695400545,-0.6808360901866006,-0.6690741419926316,0.7229833654481677,1.3936740218488715,1.360452633538022,-1.6911008695483927,0.3072074043043161,-0.733851578871904
