Soil_Moisture_%,Height_cm,Watering_Amount_ml,Room_Temperature_C,Humidity_%,Fertilizer_Amount_ml,Leaf_Count,New_Growth_Count,Watering_Frequency_days,Fertilizer_Type_Liquid feed,target
0.8529239701836642,0.36160954897981246,1.3151714560678254,2.5481954089350105,-0.07687027037651789,1.1087241143413065,-0.6310643440059273,1.2238356998080528,-0.24158763724916307,0.0,5
-1.4773752055058622,1.694467560074326,0.3187259518768333,-0.17328893322895153,-1.132074921079191,1.5645995448513799,1.7242392539261227,0.5204818493436548,-0.811369800572661,1.0,2
1.6388828637594215,-1.5352235831884566,-1.1679064535694048,0.7760660698515002,-0.16017590069515014,1.1087241143413065,-1.1021250635923372,-1.5895797020495397,0.32819452607433486,0.0,5
-1.4842695817652987,-0.07884640296234006,0.479442968681832,-1.7871924384657187,0.6798225383510567,0.7580507062566348,1.2531785343397128,1.575512625040252,-1.381151963896159,0.0,5
-0.9258251047509447,0.43246550646615856,-0.21164020357966246,-0.8061922686159194,1.006102923765699,-1.205720379017527,-0.552554224074859,-1.2379027768173405,1.4677588527213306,0.0,4
-1.6704177407700833,-0.3048194565674443,-0.4848591321481603,-0.5846761012304798,-1.305628317576341,0.0917712308957585,0.9391380546154394,-0.5345489263529425,-0.811369800572661,0.0,1
-1.4842695817652987,-0.13342464048560682,1.3232073069080752,0.681130569543456,-1.0557114266204448,-1.0303836749751911,0.15403685530475605,-1.5895797020495397,-0.811369800572661,0.0,5
-0.8155150845999614,1.348805389093637,-1.0152252876046561,1.0608725707756363,-0.8057945356645485,0.05670389008729133,0.23254697523582438,-0.5345489263529425,-1.381151963896159,0.0,3
1.3286359320847803,1.0088882957469754,0.9133789140553286,-1.2808697701561453,0.9297394293069524,-0.6797102668905193,0.5465874549600978,0.1688049241114557,0.8979766893978327,0.0,5
0.9563396140752112,-0.45802152680819275,1.2026695443043263,-0.9011277689239636,0.4507320549748186,-1.2407877198259942,1.5672190140639861,-0.8862258515851416,-0.24158763724916307,1.0,4
1.5975166062028026,-0.5633479500987075,1.0740959308603273,-0.0467082661515573,-0.9724057963018126,-0.9251816525497896,1.5672190140639861,-1.2379027768173405,-1.381151963896159,0.0,2
0.9287621090374654,-0.9080526081403921,0.8008770022918295,0.965937070467591,-1.2292648231175949,-0.819979630124388,0.7036076948222344,-1.5895797020495397,1.4677588527213306,0.0,3
-1.649734611991774,1.8361794750470182,-1.3205876195341535,-1.6606117713883257,0.179988756439264,0.5827140022142989,-0.23851374435058562,1.575512625040252,-0.24158763724916307,0.0,4
-1.3946426903926246,1.1764530600727943,-1.1598706027291548,-1.3441601036948418,-1.6666193822904134,1.1087241143413065,-1.1806351835234057,1.575512625040252,1.4677588527213306,0.0,2
-0.9671913623075636,-1.0861500147952623,-1.4170178296171527,1.1558080710836818,-0.9376951170023825,0.0917712308957585,-0.002983384557380617,1.575512625040252,-0.24158763724916307,0.0,2
-1.4153258191709341,1.0060157569299613,0.7446260464100799,0.0482272341564881,-0.8405052149639785,-1.4862591054852643,0.5465874549600978,0.8721587745758539,-0.811369800572661,1.0,2
0.9494452378157746,-2.042705440860937,-1.6580933548246508,-0.8694826021546159,-0.03521745521720176,-1.1355856974005927,1.7242392539261227,1.2238356998080528,1.4677588527213306,0.0,3
-0.31222561766109913,2.0698126321641603,1.0901676325408272,-0.1416437664596027,0.4021371039556164,-0.11863281395504455,0.860627934684371,-0.5345489263529425,0.32819452607433486,0.0,4
-0.7327825694867236,1.7796862116457424,0.4392637144805823,-0.8378374353852671,-0.8335630791040924,0.9684547511074378,-1.494675663247679,-1.5895797020495397,1.4677588527213306,0.0,5
-0.4570075191092648,-0.5690930277327355,0.6562316871673306,1.6621307393932554,-0.9168687094227247,-1.4862591054852643,1.4887088941329178,1.575512625040252,0.8979766893978327,0.0,2
-1.0843957587179835,-0.9300754057374995,0.8490921073333291,0.39632406861931974,0.7978388479691189,0.4775119797888974,1.2531785343397128,-1.5895797020495397,-0.24158763724916307,1.0,2
0.6736701874383159,0.684291409424389,-0.5009308338286601,-0.2682244335369958,1.3393254450402272,0.8632527286820363,0.23254697523582438,0.5204818493436548,0.8979766893978327,0.0,1
1.6595659925377306,0.2112800175560778,-0.09913829181616336,0.9975822372369398,-0.23653939515389633,-0.8901143117413224,-0.4740441041437906,1.575512625040252,0.32819452607433486,0.0,1
1.6181997349811121,0.8968592818834284,-0.645576148953159,-0.3631599338450412,0.4507320549748186,-1.0303836749751911,-0.3955339842127223,0.1688049241114557,0.32819452607433486,0.0,4
-0.7189938169678507,-0.45036142329615547,0.6562316871673306,-0.996063269232009,-1.7152143333096153,0.19697325332116003,-0.552554224074859,0.1688049241114557,0.32819452607433486,0.0,4
1.3768965659008359,0.0188199168161375,-1.2000498569304046,-0.2365792667676481,0.5756905004527665,-1.4511917646767971,-0.4740441041437906,-0.8862258515851416,-0.24158763724916307,0.0,4
-0.677627559411232,0.479383640477388,0.7044467922088302,-0.6796116015385252,-0.04215959107708786,1.775003589702183,0.7036076948222344,-0.8862258515851416,-1.381151963896159,0.0,1
-0.884458847194326,0.6756737929733473,-1.6661292056649009,0.14316273446453237,0.45767419083470423,-1.1005183565921255,-0.08149350448844896,0.5204818493436548,-1.381151963896159,0.0,4
-0.16744371621293344,0.15957431884982523,-0.3161062645029116,0.36467890184997204,-1.527776665092693,-0.5394409036566506,0.7036076948222344,0.5204818493436548,0.32819452607433486,0.0,5
-0.1812324687318061,1.3095473585944446,0.44729956532083226,1.1558080710836818,1.061640010644787,1.2489934775751752,-1.1021250635923372,0.5204818493436548,-0.811369800572661,0.0,4
1.1355933968205594,0.8250458114580774,1.1705261409433265,0.14316273446453237,-0.9168687094227247,0.8983200694905035,0.07552673537368772,1.2238356998080528,-1.381151963896159,0.0,5
-0.0916055773591322,1.3258250785575243,1.0580242291798274,0.8077112366208491,-0.4448034709504765,-0.3290368588058476,0.7036076948222344,-0.8862258515851416,-0.811369800572661,1.0,1
-1.6290514832134644,0.11265618483859575,-1.6982726090259006,-0.5213857676917831,-0.48645628610979214,-0.9953163341667239,-0.6310643440059273,1.2238356998080528,-0.24158763724916307,0.0,4
-1.4497977004681164,0.8872841524933814,0.3267618027170832,-0.0467082661515573,1.061640010644787,0.16190591251269285,1.4887088941329178,-1.5895797020495397,-1.381151963896159,1.0,2
0.30137386942874667,1.3267825914965288,-0.7902214640776578,-0.29986960030634463,1.6031266077158952,1.1437914551497737,-0.6310643440059273,0.1688049241114557,-1.381151963896159,0.0,2
-0.574211915519685,0.3309691349316627,0.8892713615345788,0.14316273446453237,-1.5763716161118952,1.3191281591921096,1.1746684144086443,-0.8862258515851416,0.32819452607433486,0.0,3
0.30137386942874667,0.7494022892767073,-1.4009461279366529,1.0608725707756363,1.096350689944217,-1.3109224014429284,1.2531785343397128,0.5204818493436548,0.32819452607433486,0.0,4
-1.4084314429114975,0.4267204288321306,1.7089281472400721,1.1241629043143329,1.3879203960594293,-1.205720379017527,-0.31702386428165397,-1.2379027768173405,0.32819452607433486,0.0,1
